TAZ,Poly,Area,Weight,GenEdge,PedEdge
15,121458,84,0.0006447948170778513,-149340,-149340
15,123472,347,0.0026636166848335047,149891,149891
15,121765,50,0.00038380643873681624,149751,148807
15,123676,16,0.0001228180603957812,-149872#0,-149872#0
15,123592,101,0.0007752890062483689,149872#1,149872#1
15,123832,135,0.0010362773845894039,-149316,-149316
15,121590,111,0.0008520502939957321,-149872#0,-149872#0
15,121759,210,0.0016119870426946283,149267#1,149267#1
15,121488,90,0.0006908515897262693,-149340,-149340
15,121485,262,0.002011145738980917,-149340,-149340
15,121552,96,0.0007369083623746872,-149865#0,-149865#0
15,123509,123,0.000944163839292568,149872#1,149872#1
15,121660,33,0.00025331224956629873,-149870,-149870
15,121407,94,0.0007215561048252145,149872#1,149872#1
15,123548,55,0.0004221870826104979,-149340,-149340
15,114862,69,0.0005296528854568064,148717,149891
15,121593,107,0.0008213457788967868,-149872#0,-149872#0
15,121374,26,0.00019957934814314446,149872#1,149872#1
15,123489,21,0.00016119870426946283,149872#1,149872#1
15,121543,233,0.0017885380045135637,-149865#0,-149865#0
15,121524,97,0.0007445844911494235,149316,149316
15,121614,9,6.908515897262693e-05,149872#1,149872#1
15,123671,125,0.0009595160968420407,-149872#0,-149872#0
15,123704,90,0.0006908515897262693,-149871#0,-149871#0
15,121629,21,0.00016119870426946283,-149871#0,-149871#0
15,126869,32,0.0002456361207915624,-148669,-148669
15,127429,20,0.0001535225754947265,-149871#0,-149871#0
15,121657,74,0.0005680335293304881,-149870,-149870
15,123539,201,0.0015429018837220013,149872#1,149872#1
15,126149,9,6.908515897262693e-05,149870,149870
15,123636,337,0.0025868553970861416,149870,149870
15,121390,83,0.000637118688303115,149872#1,149872#1
15,114867,820,0.006294425595283787,149267#1,149267#1
15,123795,25,0.00019190321936840812,-149316,-149316
15,116206,22,0.00016887483304419914,-149340,-149340
15,123563,40,0.000307045150989453,149340,149340
15,126888,14,0.00010746580284630855,149865#0,149865#0
15,121677,33,0.00025331224956629873,149870,149870
15,127432,11,8.443741652209957e-05,-149871#0,-149871#0
15,123564,74,0.0005680335293304881,148670,148670
15,123807,8,6.14090301978906e-05,149316,149316
15,123552,229,0.0017578334894146185,-149340,-149340
15,126117,2,1.535225754947265e-05,149316,149316
15,126109,6,4.605677264841795e-05,-149316,-149316
15,126113,1,7.676128774736325e-06,-149316,-149316
15,123753,102,0.0007829651350231052,-149870,-149870
15,123781,201,0.0015429018837220013,-148701,149415#0
15,126073,13,9.978967407157223e-05,149891,149891
15,123487,24,0.0001842270905936718,149872#1,149872#1
15,126099,3,2.3028386324208975e-05,-149340,-149340
15,123577,194,0.001489168982298847,149316,149316
15,114662,668,0.005127654021523865,-149316,-149316
15,121753,134,0.0010286012558146675,-149870,-149870
15,121388,42,0.00032239740853892565,149872#1,149872#1
15,121433,18,0.00013817031794525385,149872#1,149872#1
15,121558,150,0.0011514193162104488,149865#0,149865#0
15,127418,40,0.000307045150989453,149872#1,149872#1
15,114863,359,0.0027557302301303406,-149873,-149873
15,123501,77,0.0005910619156546971,149891,149891
15,116236,28,0.0002149316056926171,-149871#0,-149871#0
15,121764,185,0.00142008382332622,-149260,-149260
15,121729,241,0.0018499470347114544,149872#1,149872#1
15,123728,187,0.0014354360808756929,149870,149870
15,115086,18,0.00013817031794525385,149316,149316
15,121615,47,0.00036077805241260726,-149870,-149870
15,121377,147,0.0011283909298862398,148717,149340
15,126128,9,6.908515897262693e-05,-149872#0,-149872#0
15,123717,22,0.00016887483304419914,-149871#0,-149871#0
15,123567,67,0.0005143006279073337,-149340,-149340
15,127369,16,0.0001228180603957812,-149340,-149340
15,123756,10,7.676128774736326e-05,148701,-149870
15,121610,70,0.0005373290142315427,149865#0,149865#0
15,114562,37,0.00028401676466524405,149316,149316
15,123760,175,0.001343322535578857,149870,149870
15,123591,89,0.000683175460951533,-149340,-149340
15,116213,25,0.00019190321936840812,-149316,-149316
15,121752,67,0.0005143006279073337,-149316,-149316
15,121718,69,0.0005296528854568064,149870,149870
15,126906,5,3.838064387368163e-05,150054,150054
15,115085,198,0.0015198734973977924,148717,149891
15,126150,96,0.0007369083623746872,149870,149870
15,121670,168,0.0012895896341557026,-149870,-149870
15,126080,20,0.0001535225754947265,-149340,-149340
15,127456,6,4.605677264841795e-05,150054,150054
15,116207,65,0.0004989483703578612,-149340,-149340
15,121673,104,0.0007983173925725778,-149871#0,-149871#0
15,123583,118,0.0009057831954188863,-149340,-149340
15,121612,71,0.0005450051430062791,-149870,-149870
15,121397,33,0.00025331224956629873,149872#1,149872#1
15,121545,64,0.0004912722415831248,149865#0,149865#0
15,123482,67,0.0005143006279073337,148717,149891
15,123708,44,0.0003377496660883983,-149871#0,-149871#0
15,121760,139,0.0010669818996883493,-149869#5,-149869#5
15,114754,76,0.0005833857868799607,-148717,-149340
15,127376,16,0.0001228180603957812,149890#1,149890#1
15,123600,293,0.002249105730997743,-149316,-149316
15,114745,115,0.0008827548090946773,150050,150050
15,123519,153,0.0011744477025346577,149316,149316
15,123771,162,0.0012435328615072847,149872#1,149872#1
15,123734,152,0.0011667715737599213,-149870,-149870
15,121466,308,0.0023642476626187883,-149340,-149340
15,114651,377,0.0028939005480755945,149316,149316
15,115106,416,0.0031932695702903114,149316,149316
15,121701,35,0.00026866450711577136,149870,149870
15,121715,168,0.0012895896341557026,149872#1,149872#1
15,123537,23,0.00017655096181893549,149316,149316
15,126079,3,2.3028386324208975e-05,-149316,-149316
15,123663,34,0.00026098837834103507,-149872#0,-149872#0
15,126832,33,0.00025331224956629873,148717,149891
15,123541,12,9.21135452968359e-05,149872#1,149872#1
15,123724,161,0.0012358567327325483,149872#1,149872#1
15,121518,4,3.07045150989453e-05,-149316,-149316
15,114600,176,0.0013509986643535931,148945,148945
15,115109,105,0.0008059935213473141,-149871#0,-149871#0
15,114747,153,0.0011744477025346577,-149873,-149873
15,127436,5,3.838064387368163e-05,149865#0,149865#0
15,123598,260,0.0019957934814314447,-149316,-149316
15,121383,15,0.00011514193162104488,-149340,-149340
15,121688,10,7.676128774736326e-05,149865#0,149865#0
15,121626,28,0.0002149316056926171,-149871#0,-149871#0
15,123650,1599,0.012274129910803384,-149872#0,-149872#0
15,123620,10,7.676128774736326e-05,149865#0,149865#0
15,121588,118,0.0009057831954188863,-149873,-149873
15,126162,3,2.3028386324208975e-05,-149870,-149870
15,123492,8,6.14090301978906e-05,149872#1,149872#1
15,123817,157,0.0012051522176336031,149869#4,149869#4
15,114561,30,0.00023028386324208975,149340,149340
15,123609,208,0.0015966347851451557,149890#1,149890#1
15,126092,8,6.14090301978906e-05,-149340,-149340
15,123599,1,7.676128774736325e-06,-149316,-149316
15,126860,8,6.14090301978906e-05,149316,149316
15,121699,172,0.001320294149254648,-149871#0,-149871#0
15,121560,38,0.00029169289343998034,149870,149870
15,116390,23,0.00017655096181893549,149865#0,149865#0
15,127368,2,1.535225754947265e-05,-149340,-149340
15,123585,188,0.001443112209650429,-149870,-149870
15,123730,83,0.000637118688303115,-149870,-149870
15,114886,65,0.0004989483703578612,149751,148807
15,123811,10,7.676128774736326e-05,-149259,-149259
15,127382,5,3.838064387368163e-05,-149340,-149340
15,123568,72,0.0005526812717810154,-149340,-149340
15,116197,30,0.00023028386324208975,149891,149891
15,121479,82,0.0006294425595283786,-149340,-149340
15,123672,26,0.00019957934814314446,149870,149870
15,127453,30,0.00023028386324208975,150054,150054
15,115087,284,0.0021800205720251165,149870,149870
15,126110,9,6.908515897262693e-05,-149316,-149316
15,123639,424,0.0032546786004882017,149870,149870
15,126068,148,0.0011360670586609762,148717,149340
15,121446,271,0.002080230897953544,149872#1,149872#1
15,121423,256,0.001965088966332499,149316,149316
15,123823,79,0.0006064141732041696,149260,149260
15,127410,48,0.0003684541811873436,149865#0,149865#0
15,126880,21,0.00016119870426946283,149865#0,149865#0
15,123648,5,3.838064387368163e-05,-149872#0,-149872#0
15,121563,130,0.0009978967407157223,149870,149870
15,126845,6,4.605677264841795e-05,149872#1,149872#1
15,123587,69,0.0005296528854568064,-149316,-149316
15,123655,148,0.0011360670586609762,149870,149870
15,127415,5,3.838064387368163e-05,149316,149316
15,123812,36,0.0002763406358905077,-149259,-149259
15,127454,7,5.3732901423154273e-05,150054,150054
15,116227,37,0.00028401676466524405,149872#1,149872#1
15,123653,62,0.00047591998403365214,149870,149870
15,126152,177,0.0013586747931283295,149870,149870
15,126650,460,0.0035310192363787094,149340,149340
15,121382,41,0.0003147212797641893,148717,149891
15,123601,81,0.0006217664307536423,-149316,-149316
15,121394,6,4.605677264841795e-05,149872#1,149872#1
15,127466,20,0.0001535225754947265,-148701,-149870
15,123729,38,0.00029169289343998034,-149870,-149870
15,121756,94,0.0007215561048252145,-149870,-149870
15,127380,22,0.00016887483304419914,-148670,-148670
15,121739,58,0.0004452154689347069,149418#0,149418#0
15,118277,43,0.000330073537313662,-149420#5,-149420#5
15,121399,310,0.0023795999201682606,149872#1,149872#1
15,121731,146,0.0011207148011115034,149872#1,149872#1
15,126120,2,1.535225754947265e-05,-149865#0,-149865#0
15,126159,20,0.0001535225754947265,149418#0,149418#0
15,127417,17,0.00013049418917051754,-149871#0,-149871#0
15,121642,91,0.0006985277185010055,149872#1,149872#1
15,116209,17,0.00013049418917051754,-149340,-149340
