TAZ,Poly,Area,Weight,GenEdge,PedEdge
2,119249,151,0.02358637925648235,-152163,-152163
2,119260,409,0.06388628553577007,152462#1,152462#1
2,119125,360,0.056232427366447985,-152202,153582
2,119133,192,0.02999062792877226,152763#0,152763#0
2,119310,139,0.021711965010934083,152763#0,152763#0
2,119239,162,0.02530459231490159,152457,153581
2,118724,125,0.01952514839112777,-152202,153581
2,119250,124,0.01936894720399875,-152163,153581
2,118347,297,0.04639175257731959,152225,152225
2,119309,165,0.02577319587628866,-152163,-152163
2,118343,616,0.09621993127147767,152763#0,152763#0
2,119126,546,0.08528584817244611,-152202,153582
2,119269,481,0.07513277100905967,152230,152230
2,118346,386,0.06029365823180256,152230,152230
2,117908,650,0.10153077163386441,-152202,153581
2,118737,238,0.037175882536707276,152763#0,152763#0
2,118706,169,0.026398000624804747,152202,153582
2,119219,343,0.053577007185254606,152457,-152163
2,118717,215,0.03358325523273977,152381,153582
2,118684,529,0.08263042799125274,152806#2,153582
2,119212,105,0.01640112464854733,152763#0,152763#0
