TAZ,Poly,Area,Weight,GenEdge,PedEdge
4,119427,91,0.0011009085520028068,152933#1,153192
4,124712,32,0.00038713267762736063,153439#4,153439#4
4,118428,34,0.00041132846997907066,152809#3,152809#3
4,118851,136,0.0016453138799162827,-152827#2,-152827#2
4,124715,209,0.002528460300753699,152465,152465
4,118766,327,0.0039560120495045915,-152787#0,-152787#0
4,119557,1883,0.022780338499135,-152894#0,-152894#0
4,119478,94,0.0011372022405303718,-152809#3,-152809#3
4,118434,682,0.008250765191933122,153001#0,153001#0
4,119417,450,0.005444053279134759,-153439#2,153591#0
4,119421,162,0.001959859180488513,152386,153167
4,119527,160,0.001935663388136803,-152865#1,-152865#1
4,119477,43,0.0005202095355617658,152865#4,152865#4
4,124718,114,0.0013791601640474722,153439#4,153439#4
4,119518,150,0.0018146844263782528,-152865#2,-152865#2
4,119555,471,0.005698109098827714,-152894#1,-152894#1
4,119514,5890,0.07125660847578606,152818#1,153608
4,126823,97,0.0011734959290579368,153330#1,153330#1
4,119366,164,0.001984054972840223,-152831#4,-152831#4
4,124714,192,0.0023227960657641634,152465,152465
4,119436,47,0.0005686011202651859,-152894#1,-152894#1
4,119420,947,0.011456707678534702,-152465,153274#0
4,119393,471,0.005698109098827714,-152809#3,-152809#3
4,126808,73,0.0008831464208374164,-152887#0,-152887#0
4,118422,33,0.00039923057380321565,-153001#0,-153001#0
4,119419,76,0.0009194401093649815,152933#1,152933#1
4,118415,339,0.0041011868036148515,-153001#0,-153001#0
4,118413,929,0.011238945547369313,-152831#3,153591#0
4,117901,52,0.0006290906011444609,152398,152398
4,119433,1201,0.014529573307201877,-153001#0,-153001#0
4,119485,139,0.0016816075684438477,152827#5,152827#5
4,119372,115,0.0013912580602233272,152831#3,152831#3
4,119424,91,0.0011009085520028068,-153439#2,-153439#2
4,119445,535,0.006472374454082435,152809#4,152809#4
4,118776,671,0.008117688333998717,-152787#0,-152787#0
4,119469,556,0.006726430273775391,152827#5,152827#5
4,124720,55,0.000665384289672026,152276,153167
4,118417,596,0.007210346120809591,153001#0,153001#0
4,119375,1243,0.015037684946587788,152831#3,152831#3
4,119739,260,0.003145453005722305,152276,152809#2
4,129421,29,0.0003508389890997955,-153330#1,-153330#1
4,119474,97,0.0011734959290579368,-152809#3,-152809#3
4,124703,47,0.0005686011202651859,-152887#0,-152887#0
4,119391,112,0.001354964371695762,152831#3,153166#0
4,131012,515,0.006230416530565335,-152818#1,153162
4,126822,163,0.001971957076664368,152481,152481
4,118587,319,0.003859228880097751,-152827#1,-152827#1
4,129422,137,0.0016574117760921375,-153330#1,-153330#1
4,131011,540,0.00653286393496171,-152818#1,-152818#1
4,118023,438,0.005298878525024499,152983,152983
4,119397,543,0.006569157623489275,152809#2,152809#2
4,119422,82,0.0009920274864201116,-152465,153274#0
4,119465,167,0.002020348661367788,152809#4,153161
4,119508,270,0.003266431967480855,153003#7,153003#7
4,126784,1552,0.01877593486492699,152315,152887#1
4,119481,102,0.001233985409937212,-152831#6,-152831#6
4,117984,88,0.0010646148634752416,-153001#0,-153001#0
4,118778,103,0.001246083306113067,152982#2,152982#2
4,119399,199,0.0024074813389951487,152276,152809#2
4,117898,206,0.002492166612226134,152818#1,152818#1
4,119561,194,0.0023469918581158736,-152897#0,-152897#0
4,118022,1274,0.015412719728039294,152315,-152809#0
4,119449,745,0.009012932651011989,152809#4,152809#4
4,119472,169,0.0020445444537194983,-152831#4,-152831#4
4,130707,37,0.0004476221585066357,152887#1,152887#1
4,118427,45,0.0005444053279134759,152865#4,152865#4
4,119483,184,0.0022260128963573233,-152827#5,-152827#5
4,119533,221,0.002673635054863959,152865#2,152865#2
4,119550,80,0.0009678316940684015,152865#4,152865#4
4,118429,699,0.008456429426922658,152809#4,153146
4,118418,342,0.004137480492142416,152827#6,152827#6
4,118420,252,0.0030486698363154647,-153001#0,-153001#0
4,129425,19,0.00022986002734124537,152887#1,152887#1
4,119440,367,0.004439927896538792,152827#4,152827#4
4,119438,178,0.0021534255193021933,152827#5,152827#5
4,119513,783,0.00947265270569448,-153001#0,-153001#0
4,118743,422,0.005105312186210818,-152818#2,153158
4,119408,51,0.000616992704968606,152894#2,152894#2
4,119446,87,0.0010525169672993867,152865#1,152865#1
4,119432,807,0.009763002213915,152933#0,152933#0
4,124630,18,0.00021776213116539035,-152887#1,-152887#1
4,119535,288,0.0034841940986462456,-152865#1,153155
4,119400,126,0.0015243349181577324,152831#6,152831#6
4,118412,1123,0.013585937405485186,152265,152933#2
4,119479,692,0.008371744153691673,152831#5,152831#5
4,124723,81,0.0009799295902442565,152887#1,152887#1
4,119434,108,0.001306572786992342,152933#0,152933#0
4,119467,2142,0.02591369360868145,-152809#4,-152809#4
4,126821,29,0.0003508389890997955,152481,152481
4,118854,120,0.0014517475411026022,152982#2,152982#2
