TAZ,Poly,Area,Weight,GenEdge,PedEdge
1,118808,1652,0.0019730414697009145,152859,152859
1,123146,162,0.0001934822748738185,153392#3,153392#3
1,118079,326,0.0003893532198078076,-152806#0,-152806#0
1,118635,148,0.00017676158445262432,-152673#5,-152673#5
1,123289,46,5.493941138392377e-05,-153409#7,-153409#7
1,123307,45,5.3745076353838475e-05,153646,153646
1,119247,15,1.7915025451279492e-05,153646,153649
1,125980,123,0.00014690320870049182,153325#2,153325#2
1,118715,427,0.0005099810578464228,152816,-152956#0
1,118795,100,0.00011943350300852994,152787,-152787
1,123188,303,0.0003618835141158457,-152678#1,-152678#1
1,118623,158,0.0001887049347534773,152602#4,152602#4
1,123696,61,7.285443683520327e-05,153435#2,153435#2
1,119197,606,0.0007237670282316915,152644#2,152644#2
1,125797,72,8.599212216614155e-05,-153487#0,153648
1,129127,2,2.3886700601705987e-06,-152937#2,153605#0
1,119321,50,5.971675150426497e-05,-152786,153591
1,118974,5130,0.006126938704337586,152530#6,152530#6
1,118888,129,0.00015406921888100363,-152159#0,153223#1
1,118344,146,0.0001743729143924537,-152810#6,-152810#6
1,126173,94,0.00011226749282801814,-152992#7,-152992#7
1,119263,298,0.0003559118389654192,152939#1,152939#1
1,118582,164,0.0001958709449339891,152963,-152963
1,128598,11,1.3137685330938293e-05,-153325#2,-153325#2
1,118660,1045,0.0012480801064391378,152806#0,152806#0
1,118200,2165,0.002585735340134673,152305,-152791#1
1,119126,546,0.0006521069264265734,-152935#1,153161
1,117944,3,3.5830050902558983e-06,153007#0,153007#0
1,119554,597,0.0007130180129609237,152895#0,152895#0
1,118641,185,0.0002209519805657804,152994,152994
1,119268,420,0.0005016207126358257,-152810#11,-152810#11
1,119269,481,0.000574475149471029,152697#0,152697#0
1,122812,120,0.00014332020361023593,-152509#0,153198#1
1,119400,126,0.00015048621379074771,152832#6,152832#6
1,119557,1883,0.002248932861650619,-152895#0,-152895#0
1,117971,1627,0.0019431830939487822,153434,-152811
1,118994,235,0.00028066873207004535,-152578#3,-152578#3
1,119043,177,0.00021139730032509798,152509#1,152509#1
1,123210,149,0.0001779559194827096,153411#1,153411#1
1,119205,154,0.0001839275946331361,152644#2,152644#2
1,119265,171,0.0002042312901445862,152965#0,152965#0
1,123488,17,2.030369551145009e-05,-153325#2,153509#0
1,123009,201,0.0002400613410471452,153392#2,-153392#2
1,125821,155,0.0001851219296632214,-153325#2,-153325#2
1,119118,1425,0.0017019274178715516,152643#0,152643#0
1,126167,147,0.000175567249422539,-153409#1,-153409#1
1,119483,184,0.00021975764553569508,-152828#5,-152828#5
1,118971,223,0.0002663367117090218,153476#7,153476#7
1,118825,774,0.0009244153132860217,-152860,153292#1
1,119295,156,0.0001863162646933067,152810#8,152810#8
1,117946,35,4.1801726052985476e-05,153007#0,153007#0
1,119058,552,0.0006592729366070853,-152601#1,-152601#1
1,123484,165,0.0001970652799640744,153392#0,-153392#0
1,119504,249,0.00029738942249123954,152823#1,153148#2
1,123456,99,0.00011823916797844463,-152679,-152679
1,118799,259,0.0003093327727920925,-152778,-152778
1,124630,18,2.149803054153539e-05,-152888#1,-152888#1
1,119426,79,9.435246737673865e-05,-153440#2,-153440#2
1,123166,270,0.0003224704581230308,153394#1,153394#1
1,125844,136,0.00016242956409160073,-153375,-153375
1,119113,250,0.00029858375752132485,152663#3,153219
1,118734,468,0.0005589487940799202,152763#0,152763#0
1,123168,189,0.0002257293206861216,-152644#1,-152644#1
1,126181,12,1.4332020361023593e-05,-152694,153136
1,119436,47,5.613374641400907e-05,-152895#1,-152895#1
1,126809,36,4.299606108307078e-05,153331#1,153331#1
1,119424,91,0.00010868448773776225,-153440#2,-153440#2
1,118823,183,0.0002185633105056098,152864,153226#3
1,123260,69,8.240911707588566e-05,152992#5,152992#5
1,118429,699,0.0008348401860296243,152810#4,153147
1,118687,256,0.00030574976770183663,152935#2,152935#2
1,125805,146,0.0001743729143924537,-153376#3,-153376#3
1,118196,2201,0.002628731401217744,152304,-152983#2
1,118430,93,0.00011107315779793284,-152826#1,-152826#1
1,119143,398,0.00047534534197394917,152699,152699
1,119404,257,0.00030694410273192195,152810#0,152810#0
1,118419,230,0.0002746970569196189,152277,152866#4
1,123471,157,0.000187510599723392,-153325#3,153137#1
1,123270,76,9.076946228648276e-05,-152992#6,-152992#6
1,118024,464,0.0005541714539595789,152316,153304#0
1,121741,118,0.00014093153355006533,-152678#2,153200
1,123222,61,7.285443683520327e-05,-152992#5,153127
1,123033,715,0.000853949546510989,153395#1,153395#1
1,119478,94,0.00011226749282801814,-152810#3,-152810#3
1,118583,136,0.00016242956409160073,-152382#0,-152382#0
1,119220,215,0.0002567820314683394,-152945,153245#1
1,118418,342,0.0004084625802891724,152828#6,152828#6
1,123548,224,0.00026753104673910705,-153411#2,-153411#2
1,118807,245,0.00029261208237089833,-152932,-152932
1,119219,343,0.0004096569153192577,152787,-152787
1,123226,106,0.00012659951318904174,-153409#14,-153409#14
1,118812,188,0.00022453498565603628,-152876#0,153284#1
1,118755,775,0.000925609648316107,152816,-152956#0
1,123385,125,0.00014929187876066243,-153409#3,-153409#3
1,119225,2497,0.002982254570122993,152707#3,152707#3
1,128602,24,2.8664040722047186e-05,-152992#7,-152992#7
1,119393,471,0.000562531799170176,-152810#3,-152810#3
1,126141,47,5.613374641400907e-05,-153645#1,153647
1,129099,34,4.060739102290018e-05,-152937#3,-152937#3
1,118590,1109,0.001324517548364597,-153269#2,-153269#2
1,122878,126,0.00015048621379074771,152933#2,153094#0
1,119460,69,8.240911707588566e-05,-152826#2,-152826#2
1,119190,1349,0.001611157955585069,152644#6,152644#6
1,123390,241,0.0002878347422505572,-152694,-152694
1,119507,1385,0.0016541540166681397,-152882#0,-152882#0
1,129199,9,1.0749015270767694e-05,152678#1,152678#1
1,126126,111,0.00013257118833946824,153409#4,153409#4
1,118688,790,0.0009435246737673866,152812#5,-152136
1,118226,2434,0.0029070114632276187,-152455#1,-152455#1
1,118034,239,0.00028544607219038655,-152295,153300
1,125849,663,0.0007918441249465535,153395#1,153395#1
1,118716,323,0.0003857702147175517,152963,-152963
1,122706,105,0.00012540517815895643,-152937#3,153605#0
1,123311,44,5.2550741323753174e-05,-153645#1,-153645#1
1,119199,369,0.00044070962610147547,152663#5,152663#5
1,123335,67,8.002044701571506e-05,153645#1,153651
1,119094,573,0.0006843539722388766,152659,152659
1,123304,34,4.060739102290018e-05,-153410#0,153647
1,122879,57,6.807709671486206e-05,152933#2,153095#0
1,123482,425,0.0005075923877862523,152645#3,153513#4
1,118729,173,0.0002066199602047568,152816,-152956#0
1,118845,1049,0.001252857446559479,-152394#0,-152394#0
1,125865,195,0.00023289533086663338,152937#2,152937#2
1,118204,1546,0.0018464419565118728,152305,152791#1
1,123174,241,0.0002878347422505572,-152644#2,-152644#2
1,119467,2142,0.002558265634442711,-152810#4,-152810#4
1,118555,107,0.00012779384821912703,152476,152476
1,118747,373,0.0004454869662218167,152819#2,152819#2
1,118073,34,4.060739102290018e-05,-152476,-152476
1,122968,98,0.00011704483294835935,153325#2,153325#2
1,123487,16,1.910936048136479e-05,-153409#1,-153409#1
1,122926,206,0.00024603301619757165,-153370#11,-153370#11
1,119480,146,0.0001743729143924537,-152810#3,-152810#3
1,118678,2530,0.0030216676261158077,152814#1,-152814#1
1,119445,535,0.0006389692410956352,152810#4,152810#4
1,119035,917,0.0010952052225882195,152531#2,152531#2
1,118335,60,7.166010180511797e-05,-152944#1,153222
1,118998,92,0.00010987882276784754,152937#4,153097
1,121747,84,0.00010032414252716516,153409#1,153409#1
1,118686,1172,0.001399760655259971,152816,152816
1,125979,129,0.00015406921888100363,153325#2,153325#2
1,119149,301,0.0003594948440556751,152701#0,152701#0
1,118805,2544,0.003038388316537002,-152857,-152857
1,118347,297,0.00035471750393533394,152225,152225
1,123426,168,0.0002006482850543303,-152644#0,-152644#0
1,125875,114,0.00013615419342972413,-152937#1,153081
1,123334,117,0.00013973719851998004,153645#1,153651
1,123158,389,0.00046459632670318144,153392#2,-153392#2
1,123148,96,0.00011465616288818874,153007#0,-153007#0
1,119382,170,0.0002030369551145009,152965#0,152965#0
1,131013,1258,0.0015024734678473067,-152819#1,-152819#1
1,118556,352,0.0004204059305900254,152762#0,152762#0
1,118558,241,0.0002878347422505572,152646#2,152646#2
1,119457,198,0.00023647833595688927,153439,153439
1,118036,365,0.00043593228598113427,152853,153300
1,123478,363,0.0004335436159209637,153401#3,153401#3
1,119137,858,0.0010247394558131869,152710,-152710
1,119281,856,0.0010223507857530162,-152810#10,-152810#10
1,118815,474,0.000566114804260432,-152867,-152867
1,119239,162,0.0001934822748738185,152457,153581
1,118841,2043,0.0024400264664642666,153555#3,153555#3
1,122735,101,0.00012062783803861524,153376#2,153376#2
1,129159,22,2.6275370661876587e-05,153325#2,153325#2
1,119529,738,0.0008814192522029509,153548#3,153548#3
1,119250,124,0.00014809754373057714,-152163,153581
1,121737,239,0.00028544607219038655,153392#4,153392#4
1,118039,70,8.360345210597095e-05,152894#2,153300
1,118856,1136,0.0013567645941769,153555#3,153555#3
1,119236,132,0.00015765222397125952,-152703#0,-152703#0
1,129125,5,5.971675150426497e-06,-152937#2,153605#1
1,119397,543,0.0006485239213363176,152810#2,152810#2
1,126152,278,0.00033202513836371323,153410#0,153410#0
1,122756,83,9.912980749707986e-05,-153395#1,-153395#1
1,126178,71,8.479778713605625e-05,152679,-152643#2
1,118714,637,0.0007607914141643358,152963,-152963
1,130074,33,3.941305599281488e-05,-153376#1,-153376#1
1,119077,383,0.00045743031652266966,-152660#5,-152660#5
1,118015,96,0.00011465616288818874,-152476,-152476
1,129208,3,3.5830050902558983e-06,-153409#8,-153409#8
1,123405,62,7.404877186528857e-05,153409#1,153409#1
1,123691,74,8.838079222631216e-05,-152967#5,-152967#5
1,119117,1088,0.0012994365127328058,152644#0,152644#0
1,119377,207,0.00024722735122765697,152965#0,152965#0
1,118656,360,0.0004299606108307078,152418#1,152418#1
1,119280,220,0.00026275370661876584,153435#2,153435#2
1,118586,182,0.0002173689754755245,-152819#3,-152819#3
1,119005,348,0.0004156285904696842,-152583#0,152493
1,122741,118,0.00014093153355006533,-153376#3,-153376#3
1,123462,84,0.00010032414252716516,152679,152679
1,118587,319,0.0003809928745972105,-152828#1,-152828#1
1,122704,8,9.554680240682395e-06,152937#2,152937#2
1,125795,88,0.00010510148264750635,-153487#0,-153487#0
1,126283,191,0.00022811799074629217,153550#1,153550#1
1,118069,87,0.00010390714761742105,152530#4,152530#4
1,118314,746,0.0008909739324436334,152601#1,152601#1
1,118192,159,0.00018989926978356262,152956#2,152956#2
1,119405,3249,0.003880394512747138,-153555#0,-153555#0
1,128603,8,9.554680240682395e-06,-152992#7,-152992#7
1,118655,725,0.0008658928968118421,-152801#0,153267
1,123345,165,0.0001970652799640744,-153646,-153646
1,118753,224,0.00026753104673910705,152787,-152787
1,122844,104,0.00012421084312887114,153370#10,153240
1,122728,124,0.00014809754373057714,-152937#3,153605#0
1,125819,905,0.001080873202227196,-152644#6,-152644#6
1,122742,163,0.0001946766099039038,152937#2,152937#2
1,119039,665,0.0007942327950067242,152509#0,152509#0
1,123892,797,0.0009518850189779837,153411#2,153411#2
1,121738,161,0.00019228793984373322,-153409#10,153651
1,119425,265,0.00031649878297260436,-153440#2,153275#0
1,119032,655,0.0007822894447058711,152601#1,152601#1
1,123664,436,0.0005207300731171905,-152967#0,-152967#0
1,118290,865,0.001033099801023784,152343#1,152343#1
1,119260,409,0.0004884830273048875,152462#1,152462#1
1,123152,180,0.0002149803054153539,153392#4,-153392#4
1,122969,105,0.00012540517815895643,153325#2,153325#2
1,118575,336,0.0004012965701086606,152827#1,152827#1
1,118654,136,0.00016242956409160073,-152459#1,-152459#1
1,123190,72,8.599212216614155e-05,-152678#1,-152678#1
1,118848,2239,0.0026741161323609853,152447,152447
1,129421,29,3.463571587247368e-05,-153331#1,-153331#1
1,118851,136,0.00016242956409160073,-152828#2,-152828#2
1,126774,22,2.6275370661876587e-05,-152888#1,153304#0
1,128593,2,2.3886700601705987e-06,-153409#6,-153409#6
1,119468,2839,0.003390717150412165,-153437#2,-153437#2
1,119403,265,0.00031649878297260436,-152892,-152892
1,118723,657,0.0007846781147660417,152935#2,152935#2
1,126148,95,0.00011346182785810344,-153409#11,-153409#11
1,119218,883,0.0010545978315653194,152663#3,152663#3
1,118817,2460,0.0029380641740098367,152871#1,152871#1
1,124720,55,6.568842665469146e-05,152277,153168
1,121723,111,0.00013257118833946824,153375,153198#1
1,118637,91,0.00010868448773776225,152359#2,152359#2
1,118720,241,0.0002878347422505572,-152935#2,-152935#2
1,118659,825,0.000985326399820372,152287,-152758
1,118725,77,9.196379731656805e-05,152291,153146#0
1,123136,688,0.000821702500698686,-153411#1,-153411#1
1,119528,532,0.0006353862360053792,-152819#3,-152819#3
1,126313,189,0.0002257293206861216,152462#1,-152462#1
1,119372,115,0.00013734852845980944,152832#3,152832#3
